text,hate label,hashtags,source,user_created,user_friends,user_favourites,is_retweet
"RT @WhatTheFalkPod: 🎙 @WhatTheFalkPod #33 🎙

w/ @A9Mac

😩 Thoughts on Phil Parkinson
👊 #BLM &amp; tackling racism
⚽️ His love for @DMAC102
🐯 Bu…",0,['BlackLivesMatter'],Twitter for Android,10-09-2018 18:58,555,37616,FALSE
"Good Morning 🖤's &amp; today would be a great day 2 arrest #BreonnaTaylor killers, IJS🤷🏾‍♀️🤷🏾‍♀️🤷🏾‍♀️ #BlackLivesMatter #JusticeForBreonnaTaylor",0,['BlackLivesMatter'],Twitter for iPad,24-08-2016 13:18,736,131454,FALSE
@RajagraUK Heartbreaking. Hang your heads in shame #blm. Where are you when this shit is happening ?,0,['TwitterRacists'],Twitter Web App,21-08-2017 16:45,2321,208424,FALSE
White Women have yet to be held accountable for false allegations made against Black Men (400 years and counting)… https://t.co/KNgSbRDuRM,0,['BlackLivesMatter'],Twitter for iPhone,11-09-2017 00:52,220,17065,FALSE
RT @E8Powell: What we know for sure is that #BlackLivesMatter won't be holding any protests or vigils for #BernellTrammell because his view…,0,"['MeToo', 'BLM']",Twitter for iPhone,15-06-2020 13:51,140,14683,FALSE
@chadloder #BLM is not really about black lives at all. It's an LGBT SJW movement disguised as a black civil rights… https://t.co/iOdRFVd7qO,0,['BlackLivesMatter'],Twitter for iPhone,23-07-2016 12:53,179,3164,FALSE
"The whole video is worth a watch.  Take the 20 minutes.
Acting in small ways every day to help anyone who is oppres… https://t.co/EpU6NHiLoi",0,['BlackLivesMatter'],Twitter for Android,24-02-2019 12:45,1570,60007,FALSE
"This reaches to a core issue with Black/White relations since the #BLM protests started. Police officers, like any… https://t.co/9sYtFSe1w0",0,['BlackLivesMatter'],Twitter for iPhone,28-03-2019 22:59,11399,21537,FALSE
RT @goodnitebob: Our public spaces reflect our diversity very well.  They've got your BAME #BLM graffiti and crap plastered all over them.…,0,,Twitter for iPhone,07-07-2020 18:10,248,1040,FALSE
RT @brawnm: Join @MBDiversityLead &amp; @HoganLovells for joint online event #Inclusion &amp; #BlackLivesMatter on #1Oct2020 to include @MBDiversit…,0,"['BLM', 'CostumeChange']",Twitter Web App,25-01-2017 12:38,1187,12995,FALSE
"Top 4 Most Tweeted Tags in
24 Hours WorldWide #HBDMaheshBabu - 60.2M+ 🤙👑

#TwitterBestFandom - 60.05M+… https://t.co/2ncxMimLPu",0,['BlackLivesMatter'],Twitter for Android,16-03-2012 17:49,1636,45003,FALSE
RT @StraighttSavage: So last night I received a very disturbing phone call from the Ramsey Skeens the man in the video and here it is. Thes…,0,['BlackLivesMatter'],Twitter Web App,21-06-2019 18:08,162,5569,FALSE
"RT @scratchyplant: @Demsaremorons45 @DivineeEssence hey, sweetie!

did anyone ever explain to you that the subtext of ""black lives matter""…",0,,Twitter for Android,10-08-2020 11:00,0,0,FALSE
"RT @JulesBoykoff: Yet again, Portland turns out a MASSIVE crowd to march for #BlackLivesMatter!
 
#PortlandProtests #PDXprotests https://t.…",0,"['BlackLivesMatter', 'BlackExcellence', 'beastmorphers', 'RPM']",Twitter for iPad,22-05-2013 05:17,3801,127314,FALSE
RT @PDocumentarians: Crowds are assembled in front of the Portland Police Association building. The crowd is chanting. The #PortlandMoms ar…,0,['BlackLivesMatter'],Twitter for iPhone,24-04-2020 21:06,4890,6658,FALSE
Does he understand #BlackLivesMatter https://t.co/rChNiR4S21,0,['BlackLivesMatter'],Twitter for Android,26-06-2016 15:26,1167,20578,FALSE
"@TheZackLethal Great to see so many idiotic comments made by haters.
Jericho said #BlackLivesMatter
But of course w… https://t.co/Y6Ik7Qsi1H",0,['BlackLivesMatter'],Twitter for iPad,17-04-2016 14:02,184,16723,FALSE
"WHEN MY LIBIDO IS THE HIGHEST?!SUBSCRIBE NOW &amp; FIND OUT  😗💋 
#incest #transexual #erotic #Livestream #buyingudes… https://t.co/E6jluheZdL",0,['BlackLivesMatter'],Twitter for Android,16-11-2019 05:36,554,5442,FALSE
"Youtubers forget people of colour are their subscribers 🤷🏽‍♀️

.
.
.
.
 #melanin #blacklivesmatter https://t.co/6H3FwOn1zM",0,['BlackLivesMatter'],Twitter Web App,08-04-2012 00:45,4682,179418,FALSE
"In a pincer movement, Portland Police kettled protesters and carried out mass arrests on N Interstate Ave. Many pro… https://t.co/ses7seBBFc",0,['COVID19'],Twitter for iPhone,02-12-2017 14:18,92,11735,FALSE
"RT @steve8herrera: dammit!  again?!  
our nation really needs to gut law enforcement and start over ...1st with education on civil rights,…",0,['BlackLivesMatter'],Twitter for iPhone,20-06-2009 18:22,5001,30236,FALSE
#BlackLivesMatter protests in #Hawaii | LiveFEED https://t.co/QLxlkCg3l4 via @YouTube,0,,Twitter for Android,24-01-2019 21:09,79,1299,FALSE
"#africa #live #love #laugh 
The Quintessence D’Afrique 
#blacklivesmatter #blackisking #africamatters #new… https://t.co/hNIhSaiDpz",0,['BlackLivesMatter'],Twitter Web App,04-03-2018 20:53,850,12721,FALSE
Tony Mcdade   #SayTheirNames #BlackLivesMatter,0,['courtesy'],Twitter for iPhone,27-08-2014 21:17,890,11045,FALSE
"#ChicagoProtests #ChicagoRiots #Chicago
Hey watch out for news cameras and CCTV if you're taking stuff from the sto… https://t.co/bRCA39eujM",0,['BlackLivesMatter'],Twitter for iPhone,10-05-2020 09:51,676,16289,FALSE
The crowd has arrived at the Portland Police Association building. This is the police union organization for the ci… https://t.co/HugXdjdw1j,0,['BlackLivesMatter'],Twitter for iPhone,16-01-2017 15:28,332,3327,FALSE
We are usually proud to call Fort Collins our home. When racists carrying Trump flags gang up on peaceful BLM prote… https://t.co/RYiXdKofnr,0,,Twitter Web App,11-09-2018 10:15,614,138666,FALSE
"VOTE RACISM and corruption 
@POTUS @SenateGOP @GOP
They are getting richer while #blm #latinos #vets #seniors are d… https://t.co/ZVPl2jUSFN",0,['BlackLivesMatter'],Twitter for iPhone,22-03-2017 12:18,248,18485,FALSE
@Gemini_Court @Betty06417439 @kayleegolding_ Privilege stops her accepting your lived experience. I totally accept… https://t.co/hXGOSg5wSA,0,['BlackLivesMatter'],Twitter Web App,01-08-2020 06:24,499,402,FALSE
@aosjbtlyhvtlmh1 #BLM is not really about black lives at all. It's an LGBT SJW movement disguised as a black civil… https://t.co/Gi5B8fFcfp,0,,Twitter for Android,03-01-2014 07:35,54,36670,FALSE
"#IveHadEnoughOf (current) America.

This close to the election of a potus I can only motivate you to vote for your… https://t.co/b81tfkpiuM",0,['BlackLivesMatter'],Twitter for Android,24-04-2009 16:52,1318,52763,FALSE
@KamalaHarris @VivianActivist Sad to say but apparently the movement you mention hasn't moved much but I'm cautious… https://t.co/UV7jDYPSSe,0,['BlackLivesMatter'],Twitter Web App,12-02-2011 19:27,220,8385,FALSE
Nice. #BlackLivesMatter https://t.co/WFf6kPXQ2R,0,,Twitter for iPhone,01-01-2018 11:49,73,1141,FALSE
RT @SadeeqShittu: Bet successfully came through. 1million    @accuratefixedb2 is real and good. #bbnaija2020 #BBNajia #BigBrotherNaijaLockd…,0,['BlackLivesMatter'],Twitter Web App,24-11-2008 22:00,65,7660,FALSE
Nicholas Pinnock on ITV Live now talking the tings!! Tell them!! 🗣#BlackLivesMatter #ThisMorning,0,['blm'],Twitter for iPhone,16-11-2011 03:29,1135,2118,FALSE
RT @TheDailyEdge: Trump told Governors he could “activate” Bill Barr to help them “dominate” the streets against #BlackLivesMatter proteste…,0,,Twitter for iPhone,05-10-2016 01:38,2619,60621,FALSE
@JFNYC1 Peaceful protest. Another #BLM street mural should help relations.,0,['BlackLivesMatter'],Twitter for Android,20-06-2020 18:00,117,7803,FALSE
"RT @nicoleMfoy: There’s a parade heading through the streets of Boise, Idaho today, led by Inclusive Idaho. 

The message? #BlackLivesMatte…",0,"['MeToo', 'BLM']",Twitter for iPhone,15-09-2017 14:54,1011,10568,FALSE
Same thing we do every night Pinky... What's the that Brain? Dance to AC/DC IN LEIDERHOSEN? Narf!... No Pinky humil… https://t.co/DOzGzltTyu,0,"['ChicagoRiots', 'Blacklivesmatter']",Twitter for iPhone,02-10-2019 23:03,192,6593,FALSE
"RT @SayTheirName_io: SAY HER NAME: #SHUKRIABDI: 

Shukri Abdi, a 12-year-old Somali refugee, drowned in a river in Greater Manchester. Her…",0,['BlackLivesMatter'],Twitter for iPad,26-06-2009 13:38,3233,58504,FALSE
RT @dondikeanukam: The @ThisIsReno #story on the #Blacklivesmatter #Protest in #DouglasCounty is now up (Check it out): https://t.co/qW4wTp…,0,['BlackLivesMatter'],Twitter for iPhone,25-08-2019 11:16,426,70127,FALSE
RT @hungrybowtie: Police moved their line forward a bit. #blacklivesmatter     #protest #pdx #Portland #Oregon #BLM #acab #PortlandProtests…,0,['BLM'],Twitter for iPhone,12-12-2018 16:46,11,17,FALSE
@Solitarnesque @eldiablo0786 @elaina22475794 @WMLabour @andy4wm @DaveThompsonCC @DrJV75 @GwynneMP @ITVCentral… https://t.co/U5Z5ODibvi,0,['BlackLivesMatter'],Twitter for iPad,31-03-2017 14:21,549,64835,FALSE
@EntkamElSlaten's adds are quite ridiculous. But this? This is straight up offensive... are you kidding me?… https://t.co/1HyubeROux,0,"['DefendPDX', 'portlandprotests', 'pdxprotest', 'blacklivesmatter']",Twitter Web App,04-05-2019 16:46,33,18652,FALSE
"@DVATW What a ploy ...!

Sabotage par excellence !

Now, keep watching #BLM as cover for looting shopping malls ...… https://t.co/c3vrMxLpDL",0,['BlackLivesMatter'],Twitter for Android,10-10-2016 16:22,1168,12319,FALSE
August 13th Aunjanue Ellis will be LIVE on Instagram w/Marquise Hunt. It's Leo season and @aunjanuejlt is not a Leo… https://t.co/fHgPTQeMFP,0,['BlackLivesMatter'],Twitter for Android,11-01-2020 19:00,116,467,FALSE
RT @AndrewJank: Listening to speakers at Peninsula Park for #PortlandProtests #BlackLivesMatter . https://t.co/nH5Pi4AZXF,0,['BlackLivesMatter'],Twitter for Android,01-06-2020 04:16,504,8983,FALSE
#BlackLivesMatter rioters in Portland complaining police were too quick to designate them a riot and didn't give them enough warning.,0,"['MeToo', 'BLM']",Twitter for Android,21-04-2009 22:09,381,1673,FALSE
"RT @heidicatch: @omgangielol @MayorJenny Cosign.
Cops gathering unmasked are not declared an illegal gathering.

People protesting the deat…",0,,Twitter Web App,16-07-2016 10:19,2329,89986,FALSE
@catturd2 I’d vote for him twice if he shot William Wilhelm on 5th Ave on the #BLM graffiti… https://t.co/CMTK48o1l6,0,"['BlackLivesMatter', 'BLM', 'BL']",Twitter for Android,13-01-2013 02:05,385,98098,FALSE
"@WWE @undertaker getting paid 500K and #RIPKamala getting paid 10K for a match is just wrong.

Why are we not stand… https://t.co/BpvgshISox",0,"['BLM', 'ProtectBlackWomen']",Twitter for Android,23-05-2010 23:35,1044,2304,FALSE
@LozzaFox Personally I believe  #BLM is causing the animosity.,0,['BlackLivesMatter'],Twitter for Android,23-11-2013 05:46,424,16153,FALSE
@TeamTrump @realDonaldTrump @kayleighmcenany Amen🙏🏼 @bishopwtjackson @JoeBiden @ChiefGodbee @LouisFarrakhan… https://t.co/j6faRZRuHl,0,"['rip', 'BlackLivesMatter']",Twitter for iPhone,09-08-2019 22:29,112,2,FALSE
Same here guys please file a complaint because in the season of #blm the BBC are really showing themselves to be bl… https://t.co/RniHzHLAT4,0,['BlackLivesMatter'],Twitter for Android,30-07-2015 05:49,1148,4752,FALSE
RT @UUColumbia: We stand with #BlackLivesMatter #HoCoMD #UUSunday https://t.co/lpRlR9O5pg,0,,Twitter Web App,12-08-2016 14:26,284,102340,FALSE
"#PortlandProtests
 #PortlandProtests
I live 8 miles from PPA and hear the munitions.

As a veteran Bay Area protest… https://t.co/1J5r7FrR7Q",0,"['나는_샘_오취리와_연대합니다', 'I_Stand_with_Sam_Okyere']",Twitter for Android,10-02-2018 21:38,286,9831,FALSE
Felix's story is over on the dedicated Why Black Lives Matter Tumblr account. https://t.co/DWZRfKz7kv… https://t.co/LIvOszZVvr,0,"['BenShapiro', 'BlackLivesMatter']",Twitter Web App,07-09-2019 20:12,1137,14774,FALSE
11:23PM @WalidahImarisha's powerful speech on Black history in Oregon ringing through the streets near PPA. Feel fr… https://t.co/YV71TPxG3k,0,['blm'],Twitter for iPhone,26-01-2009 06:21,1376,8854,FALSE
RT @End_myeloma: Black Americans are twice as likely to die from #myeloma than white Americans. Yet &lt;50% of #myeloma trials performed in th…,0,['BlackLivesMatter'],Twitter for iPad,25-11-2015 11:18,6417,50443,FALSE
"Will debate anyone on Zoom right now, live on YouTube - we can debate anything from abortion to Trump, Antifa, Covi… https://t.co/ndVJGqBO0q",0,['BlackLivesMatter'],Twitter for iPhone,10-10-2018 20:31,3426,37181,FALSE
"@PortlandPolice Where I live there was going to be a #BLM march.
The police arrived just before the march started.… https://t.co/wkNfcSuufG",0,['BlackLivesMatter'],Twitter for Android,21-03-2016 12:42,5642,75928,FALSE
"RT @808LK: On August 14th, #TAKE the newest Single drops with my brother @TNT206 on all Platforms!
Prod. by @ILLOQUINT
Heres a sneak peek!…",0,,Twitter for Android,13-08-2017 17:33,1027,11622,FALSE
"RT @Phoenix_DHFM2: Top 4 Most Tweeted Tags in
24 Hours WorldWide

👉 #HBDMaheshBabu - 60.2M+

#TwitterBestFandom - 60.05M+

#BlackLivesMatte…",0,"['SturgisMotorcycleRally', 'BlackLivesMatter']",Twitter for iPhone,01-12-2012 13:44,1338,208927,FALSE
Very excited to Chair this panel on Monday 3 August w/ the brilliant @Metienne12 @fufuisonme @KimAntoniaChar1… https://t.co/v3aZoPmizM,0,['BlackLivesMatter'],Twitter Web App,14-06-2017 17:34,5508,59837,FALSE
"Yesterday my brother, who has autism, brought up the issue of police brutality. He is so switched on to the news an… https://t.co/lspM3Hni2D",0,"['SturgisMotorcycleRally', 'BlackLivesMatter']",Twitter for Android,12-01-2019 02:25,36,6271,FALSE
Thank you all for getting this veteran #FBR #Resist #BlueWave2020 #BlackLivesMatter #blm over 1000 followers....can… https://t.co/SRXtPvAr6n,0,['BlackLivesMatter'],Twitter Web App,14-06-2017 17:34,5508,59837,FALSE
"Correction: not former mayoral candidate, WRITE-IN MAYORAL CANDIDATE @TeressaLRaiford 
#WriteInTeressaRaiford… https://t.co/bS6El4T6R7",0,['BlackLivesMatter'],Twitter Web App,24-10-2019 18:40,788,13173,FALSE
More class art from @colinyatesarty ! He created these incredible images for his 'Black Looks' work... I'm sure… https://t.co/aIHVYuNum3,0,,Twitter for iPhone,15-11-2010 17:04,428,74101,FALSE
This is a weird way of Ryan to say he doesn't support #BlackLivesMatter https://t.co/xsh1xyjp1T,0,['BLM'],Twitter for iPhone,18-05-2012 01:34,85,8300,FALSE
"RT @DannyDutch: Hold a #BlackLivesMatter sign in Harrison, Arkansas and see what happens. 
Via @FirenzeMike 
 https://t.co/eIq8HZymAF",0,,Twitter Web App,11-12-2012 15:14,11190,137209,FALSE
https://t.co/0wGfJwRxeC 🔊 The Way I Choose (Demo Reel 1) by Bad Company #AmericaOrTrump #WearADamnMask… https://t.co/SaClWdAmSS,0,['BlackLivesMatter'],Twitter for Android,08-04-2019 01:10,144,6991,FALSE
"It has now been 150 DAYS since police officers Jonathan Mattingly, Brett Hankison, and Myles Cosgrove MURDERED Breo… https://t.co/uaJJxDx0Rt",0,,Twitter for iPad,25-11-2015 11:18,6417,50443,FALSE
"gainful education. Constant bombardment of anti-white lies and propaganda from the Rothschild owned media, which in… https://t.co/xYHxNfDuHT",0,,Twitter for iPhone,10-04-2020 14:19,190,4802,FALSE
RT @hungrybowtie: No police rush yet. Lots of LRAD warnings. #blacklivesmatter   #protest #pdx #Portland #Oregon #BLM #acab #PortlandProtes…,0,['BlackLivesMatter'],Twitter for iPad,08-05-2011 19:06,1097,63432,FALSE
"RT @TheGipper2000: Charles Wade, a BLM co-founder. #sextrafficking #BlackLivesMatter https://t.co/fHm1OHBA39",0,"['BlackLivesMatter', 'BlackExcellence', 'beastmorphers', 'RPM']",Twitter for Android,06-09-2018 22:04,40,318,FALSE
I am ready for this school year!  It is going to be the BEST YEAR EVER! @mrronclark_ you made my locker! ❤️💯❤️… https://t.co/9NqnXifAvr,0,['BlackLivesMatter'],Twitter for iPhone,13-11-2016 02:57,189,7407,FALSE
"I can't stand the term '#nigga', it's abundantly used within the black community, on social media and inadvertently… https://t.co/o9EcRDCyXX",0,['BLM'],Twitter for iPhone,06-05-2009 18:10,3410,47611,FALSE
"How horrifying! 
#BlackLivesMatter https://t.co/ORN8AlJBDt",0,['blm'],Twitter for iPhone,11-08-2019 19:48,232,4383,FALSE
So I ask #BLM then why are there so many killings and shootings taking place in Louisville?  Thats not the Cops...… https://t.co/PpkHvt22gZ,0,"['Solidarity', 'BlackLivesMatter']",Twitter for Android,25-12-2017 10:23,4368,385579,FALSE
"RT @LTheorist: Good morning

In case your feeds has went back to normal, here is your daily reminder that

#BIPOC
#BlackLivesMatter 
#Black…",0,,Twitter for iPhone,03-01-2011 00:17,707,9321,FALSE
"🏚️ When my client showed up for settlement with her Black Lives Matter mask, it was a reminder of how buying a home… https://t.co/7q6y1muX5l",0,['BlackLivesMatter'],Twitter for iPhone,13-06-2019 13:43,239,848,FALSE
"#georgefloyd if he was still alive 
#BlackLivesMatter #AllLivesMatters https://t.co/xoz2dDKJ14",0,['BlackLivesMatter'],Twitter for iPhone,30-11-2016 22:12,110,36555,FALSE
@no_silenced He’s right. This is all gonna backfire for the #dems #BlackLivesMatter crowd. The silent majority is g… https://t.co/n6XL2SYUGi,0,['BlackLivesMatter'],Twitter Web App,14-06-2017 17:34,5508,59837,FALSE
✨Ahh got the new photo! 💙🖤✨👑😊 #blm #royalehigh #roblox #royalehighroblox #RobloxTwitter #blue 💙 https://t.co/njyYjNwq3P,0,,Twitter for iPhone,29-04-2020 15:25,1171,7614,FALSE
@MylesMill Maybe because the incompetent mayor @BilldeBlasio has shown so much contempt for the #NYPD.  They someti… https://t.co/hXXmJ3MAPt,0,['BlackLivesMatter'],Twitter Web App,08-11-2018 20:23,411,37872,FALSE
"A RetroMullet Video Post from Jun 17 2020 ""MulletClipping: Deeper Along the Iceberg are Municipal Courts &amp; Fine Col… https://t.co/fZISelPoEU",0,['PortlandPolice'],Twitter for iPhone,05-02-2019 17:04,35,1141,FALSE
